Index,Topic,Source,Bias,Headline,Byline,Date,URL,Left Bias,Left Headline,Left Source,Left URL,Right Bias,Right Headline,Right Source,Right URL,Center Bias,Center Headline,Center Source,Center URL
426,economy,The Hill,Center,Trump touts economy at Davos,"President Trump on Friday declared “America is open for business” during a speech in Davos, Switzerland, designed to tout his economic agenda to the world’s business and political elite.",Jan 26 2018,http://thehill.com/homenews/administration/370841-trump-touts-economy-at-davos,Left,Powell tells '60 Minutes' that US economy is at...,CNN (Online News),https://www.cnn.com/2021/04/11/economy/jerome-p...,Lean Right,It’s Trump’s Economy Now,Wall Street Journal (Opinion),https://www.wsj.com/articles/its-trumps-economy...,Center,"US economy to grow faster than forecast, says F...",BBC News,https://www.bbc.com/news/business-56434910
427,economy,Vox,Left,3 reasons the economy boomed in 2015,"December's job growth numbers are in, and they make it official: 2015 was the second-strongest year for job growth since the 1990s, and only slightly behind the big gains of 2014. Unemployment fell in 2015 from an already low 5.6 percent at the end of 2014 to 5 percent in December 2015. Wages grew 2.5 percent during 2015, which isn't a huge number but looks more impressive when you remember",Jan 10 2016,http://www.vox.com/2016/1/9/10737798/cheap-gas-easy-money,Lean Left,Government borrowing soars despite robust economy,Washington Post,https://www.washingtonpost.com/business/economy...,Right,"House Freedom Caucus Sends Letter To Trump, Ask...",The Daily Caller,https://dailycaller.com/2020/04/17/house-freedo...,Center,Will Economy Push Washington To Make A Deal?,NPR (Online News),http://www.npr.org/2012/06/08/154530510/will-ec...
428,economy,Wall Street Journal (News),Center,"U.S. Economy Added 379,000 Jobs in February","Hiring accelerated sharply in February as restaurants and other hospitality businesses reopened, adding 379,000 to U.S. payrolls and fueling renewed growth as the coronavirus pandemic eases.",Mar 05 2021,https://www.wsj.com/articles/february-jobs-report-unemployment-rate-2021-11614909553?mod=hp_lead_pos1,Lean Left,"US Economy Adds 128,000 Jobs In October, Unempl...",The Guardian,https://www.theguardian.com/business/2019/nov/0...,Lean Right,Team Trump eyes payroll tax cut to spur economy...,New York Post (News),https://nypost.com/2019/08/19/team-trump-eyes-p...,Center,Powell praises progress on COVID-19 relief bill...,The Hill,https://thehill.com/policy/finance/530551-powel...
429,economy,CNN (Online News),Left,What the economy means for 2016,Democrats suddenly have a good problem on their hands — an economy that is roaring back.,Mar 10 2015,http://www.cnn.com/2015/03/06/politics/democrats-economy-2016/index.html,Lean Left,U.S. Economy Added 4.8 Million Jobs in June,Washington Post,https://www.washingtonpost.com/business/2020/07...,Lean Right,"Conflicting Concerns Over Economy, Safety Shape...",New York Post (News),https://nypost.com/2020/05/10/mnuchin-warns-of-...,Center,"U.S. Economy Added 379,000 Jobs in February",Wall Street Journal (News),https://www.wsj.com/articles/february-jobs-repo...
430,economy,Wall Street Journal (News),Center,Fed Boosts View of Economy,"The Federal Reserve said it would scale back its purchases of mortgage and Treasury bonds to $25 billion monthly and delivered a modestly more upbeat assessment of inflation, jobs and the economy, hours after a stronger-than-expected U.S. growth report.",Jul 30 2014,http://online.wsj.com/articles/fed-boosts-economic-outlook-1406743735,Lean Left,Obama's next sales job: The economy,Politico,http://www.politico.com/story/2014/12/barack-ob...,Right,U.S. Economy Grew Much Faster Than Expected in ...,Breitbart News,https://www.breitbart.com/economy/2019/02/28/u-...,Center,"Economy Lost 701,000 Jobs in March",USA TODAY,https://www.usatoday.com/story/money/2020/04/03...
431,economy,Politico,Lean Left,Biden’s bubble risk: A reckoning in markets as the economy recovers,Giant bubbles are once again inflating all over the financial world — creating a potential problem for Washington in the coming months.,Mar 01 2021,https://www.politico.com/news/2021/03/01/bidens-market-bubbles-economic-risk-471835,Left,The Year We Were Asked to Pick: Your Economy or...,New York Times (Opinion),https://www.nytimes.com/2020/12/29/opinion/new-...,Lean Right,Economy falls far short of expectations with ju...,Washington Examiner,https://www.washingtonexaminer.com/news/economy...,Center,'Remarkable outcome': Big gains are likely for ...,USA TODAY,https://www.usatoday.com/story/money/2021/02/23...
432,economy,Politico,Lean Left,Poll: Pessimism over the economy,"Despite some strong indicators, two-thirds of Americans are not optimistic about the country's economy, according to a new poll released Friday.",Dec 27 2013,http://www.politico.com/story/2013/12/poll-us-economy-101559.html?hp=l1,Lean Left,"US economy exceeds expectations to add 287,000 ...",The Guardian,https://www.theguardian.com/business/2016/jul/0...,Lean Right,"Good Bush economy attacked, bad Obama economy i...",Fox News (Online News),http://www.foxnews.com/opinion/2012/10/31/good-...,Center,"US economy to grow faster than forecast, says F...",BBC News,https://www.bbc.com/news/business-56434910
433,economy,CNN (Online News),Left,"Is it always the economy, stupid?","There will be plenty of legacy items by which to judge President Barack Obama.
Obamacare, for instance: Whether the new law that seeks health insurance for every American is a prudent piece of policy or an albatross of government overreach is a matter of opinion. How about drawing down the wars in Iraq and Afghanistan? What about his efforts to police suspected terrorists abroad through the",Dec 08 2013,http://www.cnn.com/2013/12/06/politics/obama-economy/index.html?hpt=po_c1,Left,China Now Has The World's Biggest Economy,HuffPost,http://www.huffingtonpost.com/2014/10/08/china-...,Lean Right,Retailers brace as COVID-19 bears down on consu...,Fox News (Online News),https://www.foxbusiness.com/economy/retailers-b...,Center,Senators Clash Over How Soon To Reopen The Economy,NPR (Online News),https://www.npr.org/2020/05/19/858769887/senato...
434,economy,Wall Street Journal (News),Center,U.S. Economy Grew at a Record 33.1% Annual Rate in Third Quarter,The U.S. economy experienced record growth in the third quarter as the gross domestic product (GDP) rebounded at a 33.1% annualized rate.,Oct 29 2020,https://www.wsj.com/articles/us-gdp-third-quarter-2020-11603908566?mod=hp_lead_pos1,Lean Left,"US economy exceeds expectations to add 287,000 ...",The Guardian,https://www.theguardian.com/business/2016/jul/0...,Right,Federal Deficit Jumps 32 Percent Amid Booming E...,The Daily Caller,https://dailycaller.com/2018/09/11/federal-defi...,Center,"Trump faces crucial decisions on economy, guns",The Hill,https://thehill.com/homenews/administration/457...
435,economy,Fox News (Online News),Lean Right,"Economy Adds 130,000 Jobs in August, Unemployment at 3.7%","The United States economy added 130,000 jobs last month, reportedly falling short of the 150,000-160,000 jobs expected, but also maintained a historically low unemployment rate of 3.7%.",Sep 06 2019,https://www.foxbusiness.com/economy/august-jobs-report-2019,Left,Economy Barely Budges In Disappointing Jobs Report,HuffPost,http://www.huffingtonpost.com/2014/09/05/august...,Right,Federal Deficit Jumps 32 Percent Amid Booming E...,The Daily Caller,https://dailycaller.com/2018/09/11/federal-defi...,Center,Fed Boosts View of Economy,Wall Street Journal (News),http://online.wsj.com/articles/fed-boosts-econo...
436,economy,CNN (Online News),Left,Why reopening economies will be a 'massive experiment',"As the United States begins to reopen its economy, debates rage world-wide about how to balance economic hardship with a public health hazard.",May 14 2020,https://www.cnn.com/2020/05/12/economy/el-erian-reopening-economy-experiment/index.html,Lean Left,Iran Nuclear Deal: High Hopes for Economy Amid ...,NBC News (Online),http://www.nbcnews.com/storyline/iran-nuclear-t...,Lean Right,President Trump says he has authority to reopen...,New York Post (News),https://nypost.com/2020/04/13/trump-says-he-has...,Center,"Trump faces crucial decisions on economy, guns",The Hill,https://thehill.com/homenews/administration/457...
437,economy,New York Post (News),Lean Right,"Conflicting Concerns Over Economy, Safety Shape Debate on Reopening","As the number of COVID-19 coronavirus cases in the U.S. tops 80,000, debates about reopening the country are being molded by concerns about public safety, a potential second wave of infections, and continued economic stagnancy.",May 11 2020,https://nypost.com/2020/05/10/mnuchin-warns-of-permanent-economic-damage-unless-us-reopens/,Lean Left,Poll: Pessimism over the economy,Politico,http://www.politico.com/story/2013/12/poll-us-e...,Lean Right,Retailers brace as COVID-19 bears down on consu...,Fox News (Online News),https://www.foxbusiness.com/economy/retailers-b...,Center,"Conflict, economy leave parts of Middle East in...",USA TODAY,http://www.usatoday.com/story/news/world/2014/0...
438,economy,The Guardian,Lean Left,"US Economy Adds 128,000 Jobs In October, Unemployment Rises","Jobs numbers for the month of October indicate that the US added 128,000 jobs, in spite of recent strikes at major corporations including General Motors. Unemployment rose from 3.5% to 3.6%, but is still on par with record lows from the last fifty years. Recent talks of a recession have focused additional scrutiny on the monthly report.",Nov 01 2019,https://www.theguardian.com/business/2019/nov/01/us-economy-jobs-report-gm-strike,Left,The Year We Were Asked to Pick: Your Economy or...,New York Times (Opinion),https://www.nytimes.com/2020/12/29/opinion/new-...,Lean Right,Retailers brace as COVID-19 bears down on consu...,Fox News (Online News),https://www.foxbusiness.com/economy/retailers-b...,Center,"Economy Lost 701,000 Jobs in March",USA TODAY,https://www.usatoday.com/story/money/2020/04/03...
439,economy,Washington Post,Lean Left,May Jobs Report Sparks Debate on Who Deserves Credit for Strong Economy,"With the recent release of the May jobs report which showed further economic expansion, perspectives vary on who deserves the credit. Some on the Left argue that President Trump inherited a strong economy from former President Obama, while some on the Right say that Trump's success is evident in that he has repealed most of Obama's economic policies.",Jun 13 2018,https://www.washingtonpost.com/news/posteverything/wp/2018/06/11/how-trend-riding-trump-is-taking-credit-for-the-economy-he-inherited/,Left,Why reopening economies will be a 'massive expe...,CNN (Online News),https://www.cnn.com/2020/05/12/economy/el-erian...,Lean Right,'Big Kahuna' economy positions Trump for victor...,Washington Examiner,https://www.washingtonexaminer.com/news/big-kah...,Center,Republicans sharply divided over timeline for r...,The Hill,https://thehill.com/homenews/senate/494440-repu...
440,economy,CNN (Online News),Left,Powell tells '60 Minutes' that US economy is at an 'inflection point',"Federal Reserve Chair Jerome Powell said the US economy is at an ""inflection point,"" and that growth and job creation is poised to accelerate.",Apr 12 2021,https://www.cnn.com/2021/04/11/economy/jerome-powell-federal-reserve-60-minutes/index.html,Lean Left,May Jobs Report Sparks Debate on Who Deserves C...,Washington Post,https://www.washingtonpost.com/news/posteveryth...,Lean Right,Team Trump eyes payroll tax cut to spur economy...,New York Post (News),https://nypost.com/2019/08/19/team-trump-eyes-p...,Center,Senators Clash Over How Soon To Reopen The Economy,NPR (Online News),https://www.npr.org/2020/05/19/858769887/senato...
441,economy,Washington Examiner,Lean Right,Economy lost 140K jobs in December as pandemic worsened,"The economy shed 140,000 jobs in December, the Bureau of Labor Statistics reported Friday, the first losses since April, reflecting renewed economic closures amid a worsening coronavirus pandemic that has infected more than 21.5 million people in the United States and killed more than 365,000.",Jan 08 2021,https://www.washingtonexaminer.com/news/economy-unemployment-140k-jobs-december,Lean Left,Is the Economy Saving Obama's Approval Ratings?,New York Times (News),http://fivethirtyeight.blogs.nytimes.com/2013/0...,Right,"Blowout: U.S. Economy Added 273,000 Jobs in Feb...",Breitbart News,https://www.breitbart.com/economy/2020/03/06/fe...,Center,Will Economy Push Washington To Make A Deal?,NPR (Online News),http://www.npr.org/2012/06/08/154530510/will-ec...
442,economy,Washington Examiner,Lean Right,Employment data shows the US economy is just fine without Biden's help,"In March, the U.S. economy created an astounding 916,000 new jobs on net, according to the latest report by the Bureau of Labor Statistics. This stunning number, combined with a national unemployment rate of just 6%, indicates a continuation of the rapid recovery from the coronavirus pandemic that began last fall.",Apr 03 2021,https://www.washingtonexaminer.com/opinion/editorials/employment-data-shows-the-us-economy-is-just-fine-without-bidens-help,Lean Left,Is the Economy Saving Obama's Approval Ratings?,New York Times (News),http://fivethirtyeight.blogs.nytimes.com/2013/0...,Lean Right,"Reopening the Economy, at Last",Wall Street Journal (Opinion),https://www.wsj.com/articles/reopening-the-econ...,Center,Will Economy Push Washington To Make A Deal?,NPR (Online News),http://www.npr.org/2012/06/08/154530510/will-ec...
443,economy,Washington Examiner,Lean Right,Stimulus checks are fixing a problem the economy doesn't have,"It's not true that economist Larry Summers is always right — contrary to the belief of Larry Summers. However, he's bright enough that we should always take note of what he's saying. At the moment, he's saying that the new round of stimulus checks is a mistake, and in this, he's right.",Dec 29 2020,https://www.washingtonexaminer.com/opinion/stimulus-checks-are-fixing-a-problem-the-economy-doesnt-have,Lean Left,OPINION: Why the world economy sputters,Washington Post,http://www.washingtonpost.com/opinions/robert-s...,Right,"US Economy Added 1.8 Million Jobs In July, Unem...",The Daily Caller,https://dailycaller.com/2020/08/07/july-2020-jo...,Center,Obama sets campaign to tout his vision for the ...,USA TODAY,http://www.usatoday.com/story/news/politics/201...
444,economy,Wall Street Journal (News),Center,"U.S. Added 916,000 Jobs in March as Economy Recovers","Hiring accelerated in March as employers added 916,000 jobs, the Labor Department said Friday, the biggest gain since August. The unemployment rate fell to 6.0%.",Apr 02 2021,https://www.wsj.com/articles/march-jobs-report-unemployment-rate-2021-11617314225?mod=hp_lead_pos1,Left,Why reopening economies will be a 'massive expe...,CNN (Online News),https://www.cnn.com/2020/05/12/economy/el-erian...,Lean Right,Team Trump eyes payroll tax cut to spur economy...,New York Post (News),https://nypost.com/2019/08/19/team-trump-eyes-p...,Center,"Trump faces crucial decisions on economy, guns",The Hill,https://thehill.com/homenews/administration/457...
445,economy,HuffPost,Left,The Economy Is Starting To Look A Little Shaky,"The national unemployment rate is still at 3.6%, its lowest level since 1969, but Friday’s jobs report from the U.S. Department of Labor offered signs of weakness in the American economy as the presidential race gets underway.
The economy added just 75,000 jobs in May, bringing average job growth over the past three months to 151,000 ― down from 216,000 this time last year. And while worker",Jun 08 2019,https://www.huffpost.com/entry/economy-jobs-unemployment_n_5cfaa56be4b0aab91c05a3e8,Lean Left,"If the Economy Overheats, How Will We Know?",New York Times (News),https://www.nytimes.com/2021/03/24/upshot/econo...,Lean Right,Obama's foolish proposals won't fix distressed ...,Fox News (Online News),http://www.foxnews.com/opinion/2014/01/29/obama...,Center,"Economy Expanding At Moderate Rate, Fed Says",NPR (Online News),http://www.npr.org/blogs/thetwo-way/2013/09/04/...
446,economy,Vox,Left,The appointments Biden needs to prioritize to revitalize the economy,The Federal Reserve is the most important economic agency in the country. Biden should treat it as such.,Dec 10 2020,https://www.vox.com/future-perfect/22163440/joe-biden-fed-board-governors-build-back-better,Left,The Year We Were Asked to Pick: Your Economy or...,New York Times (Opinion),https://www.nytimes.com/2020/12/29/opinion/new-...,Lean Right,Economy falls far short of expectations with ju...,Washington Examiner,https://www.washingtonexaminer.com/news/economy...,Center,Obama sets campaign to tout his vision for the ...,USA TODAY,http://www.usatoday.com/story/news/politics/201...
447,economy,New York Times (News),Lean Left,Biden Team Prepares $3 Trillion in New Spending for the Economy,"President Biden’s economic advisers are pulling together a sweeping $3 trillion package to boost the economy, reduce carbon emissions and narrow economic inequality, beginning with a giant infrastructure plan that may be financed in part through tax increases on corporations and the rich.",Mar 22 2021,https://www.nytimes.com/2021/03/22/business/biden-infrastructure-spending.html,Lean Left,"US economy exceeds expectations to add 287,000 ...",The Guardian,https://www.theguardian.com/business/2016/jul/0...,Lean Right,Welcome to Joe Biden’s Boom Economy,Wall Street Journal (Opinion),https://www.wsj.com/articles/welcome-to-joe-bid...,Center,"Trump faces crucial decisions on economy, guns",The Hill,https://thehill.com/homenews/administration/457...
448,economy,New York Times (News),Lean Left,Biden Team Preparing Up to $3 Trillion in New Spending for the Economy,"President Biden’s economic advisers are preparing to recommend spending as much as $3 trillion on a sweeping set of efforts aimed at boosting the economy, reducing carbon emissions and narrowing economic inequality, beginning with a giant infrastructure plan that may be financed in part through tax increases on corporations and the rich.",Mar 22 2021,https://www.nytimes.com/2021/03/22/business/biden-infrastructure-spending.html,Lean Left,OPINION: Why the world economy sputters,Washington Post,http://www.washingtonpost.com/opinions/robert-s...,Right,U.S. Economy Grew Much Faster Than Expected in ...,Breitbart News,https://www.breitbart.com/economy/2019/02/28/u-...,Center,'Remarkable outcome': Big gains are likely for ...,USA TODAY,https://www.usatoday.com/story/money/2021/02/23...
449,economy,BBC News,Center,"US economy to grow faster than forecast, says Federal Reserve","The US central bank expects much stronger growth this year than previously forecast, as vaccination rates rise and government relief funds start flowing into the economy.",Mar 18 2021,https://www.bbc.com/news/business-56434910,Left,China Now Has The World's Biggest Economy,HuffPost,http://www.huffingtonpost.com/2014/10/08/china-...,Lean Right,"Reopening the Economy, at Last",Wall Street Journal (Opinion),https://www.wsj.com/articles/reopening-the-econ...,Center,"U.S. Added 916,000 Jobs in March as Economy Rec...",Wall Street Journal (News),https://www.wsj.com/articles/march-jobs-report-...
450,economy,Washington Examiner,Lean Right,"Economy falls far short of expectations with just 266,000 jobs in April, unemployment rate rises to 6.1%","The economy added far fewer jobs than expected in April, just 266,000, and the unemployment rate rose slightly to 6.1%, the Bureau of Labor Statistics reported Friday.",May 07 2021,https://www.washingtonexaminer.com/news/economy-short-expectations-april,Left,What the economy means for 2016,CNN (Online News),http://www.cnn.com/2015/03/06/politics/democrat...,Right,Left Pretends Trump Inheriting Strong Obama Eco...,Breitbart News,http://www.breitbart.com/california/2016/12/05/...,Center,Powell praises progress on COVID-19 relief bill...,The Hill,https://thehill.com/policy/finance/530551-powel...
451,economy,Fox News (Online News),Lean Right,"Good Bush economy attacked, bad Obama economy ignored by media","Twenty-three million people unemployed or underemployed, a $16-trillion debt and repeated trillion-dollar deficits.",Nov 01 2012,http://www.foxnews.com/opinion/2012/10/31/good-bush-economy-attacked-bad-obama-economy-ignored-by-media/,Left,Will Democrats Be Able to Talk Seriously About ...,HuffPost,http://www.huffingtonpost.com/dean-baker/will-d...,Lean Right,Economy falls far short of expectations with ju...,Washington Examiner,https://www.washingtonexaminer.com/news/economy...,Center,Powell praises progress on COVID-19 relief bill...,The Hill,https://thehill.com/policy/finance/530551-powel...
452,economy,CNN (Online News),Left,US economy grows incredible 5%,"Evidence is mounting that the U.S. economy is kicking into high gear.
Gross domestic product soared 5% on an annual basis in the third quarter, the government said on Tuesday.
To put that in perspective, it's the strongest quarter of growth since 2003.
""Other than the first quarter's weather-induced contraction, there's no doubt the economy has been great this year,"" said Dan Greenhaus, chief",Dec 23 2014,http://money.cnn.com/2014/12/23/news/economy/us-gdp-economy-5-percent-growth/index.html?iid=Lead&hpt=po_c2,Lean Left,OPINION: Why the world economy sputters,Washington Post,http://www.washingtonpost.com/opinions/robert-s...,Lean Right,"Economy Adds 130,000 Jobs in August, Unemployme...",Fox News (Online News),https://www.foxbusiness.com/economy/august-jobs...,Center,Republicans sharply divided over timeline for r...,The Hill,https://thehill.com/homenews/senate/494440-repu...
453,economy,Politico,Lean Left,Does Obama deserve credit for the economy?,"Yes, say economists, but not as much as he’s taking.",Jan 09 2015,http://www.politico.com/story/2015/01/does-obama-deserve-credit-for-economy-114107.html?hp=t1_r,Left,3 reasons the economy boomed in 2015,Vox,http://www.vox.com/2016/1/9/10737798/cheap-gas-...,Lean Right,"Reopening the Economy, at Last",Wall Street Journal (Opinion),https://www.wsj.com/articles/reopening-the-econ...,Center,"Despite An Economy On The Rise, American Payche...",NPR (Online News),http://www.npr.org/sections/itsallpolitics/2015...
454,economy,Politico,Lean Left,Obama's next sales job: The economy,"President Barack Obama will use his State of the Union address to roll out an agenda aimed at tackling stagnating wages and helping Americans who feel left out of the economy’s surge, and he’s planning to use the first few weeks of January to travel the country promoting a new economic message.",Dec 24 2014,http://www.politico.com/story/2014/12/barack-obama-economy-113789.html?hp=t1_r,Lean Left,"US Economy Adds 128,000 Jobs In October, Unempl...",The Guardian,https://www.theguardian.com/business/2019/nov/0...,Lean Right,Economy falls far short of expectations with ju...,Washington Examiner,https://www.washingtonexaminer.com/news/economy...,Center,"US economy to grow faster than forecast, says F...",BBC News,https://www.bbc.com/news/business-56434910
455,economy,Washington Post,Lean Left,OPINION: Why the world economy sputters,"It’s become a dreary ritual: Every six months, the International Monetary Fund (IMF) forecasts the global economy — and cuts its previous forecast. Despite an army of economists, all of its forecasts since 2011 have been too optimistic. The latest, released last week, shaved 0.4 percentage points off the growth estimate made in April. The world economy is now expected to expand only 3.3",Oct 13 2014,http://www.washingtonpost.com/opinions/robert-samuelson-the-three-reasons-the-world-economy-sputters/2014/10/12/aa7a74b4-50a8-11e4-8c24-487e92bc997b_story.html?hpid=z2,Left,Will Democrats Be Able to Talk Seriously About ...,HuffPost,http://www.huffingtonpost.com/dean-baker/will-d...,Lean Right,Team Trump eyes payroll tax cut to spur economy...,New York Post (News),https://nypost.com/2019/08/19/team-trump-eyes-p...,Center,U.S. Economy Grew at a Record 33.1% Annual Rate...,Wall Street Journal (News),https://www.wsj.com/articles/us-gdp-third-quart...
456,economy,Politico,Lean Left,5 things to watch in Obama?s economy speech,President Barack Obama on Wednesday delivers what the White House is billing as a major address on jobs and the economy.,Jul 24 2013,http://www.politico.com/story/2013/07/5-things-to-watch-obama-economy-speech-94656.html?hp=f1,Lean Left,Red and Blue Economies Are Heading in Sharply D...,New York Times (News),https://www.nytimes.com/2019/11/13/upshot/red-b...,Lean Right,Retailers brace as COVID-19 bears down on consu...,Fox News (Online News),https://www.foxbusiness.com/economy/retailers-b...,Center,Republicans sharply divided over timeline for r...,The Hill,https://thehill.com/homenews/senate/494440-repu...
457,economy,New York Times (News),Lean Left,Is the Economy Saving Obama's Approval Ratings?,"Political coverage over the last week has focused on a series of stories that reflect negatively on the executive branch, but President Obama's approval ratings have held steady.",May 22 2013,http://fivethirtyeight.blogs.nytimes.com/2013/05/21/is-the-economy-saving-obamas-approval-ratings/,Left,The Economy Is Starting To Look A Little Shaky,HuffPost,https://www.huffpost.com/entry/economy-jobs-une...,Lean Right,Retailers brace as COVID-19 bears down on consu...,Fox News (Online News),https://www.foxbusiness.com/economy/retailers-b...,Center,"Economy Added 136,000 Jobs in September",Wall Street Journal (News),https://www.wsj.com/articles/u-s-september-nonf...
458,economy,NPR (Online News),Center,Will Economy Push Washington To Make A Deal?,"The Obama administration is searching for a ""sweet spot"" in economic policy: measures that could increase job growth right now without worsening the federal deficit. That task gained new urgency this month when the Labor Department reported a sharp slowdown in job growth in May.",Jun 08 2012,http://www.npr.org/2012/06/08/154530510/will-economy-push-washington-to-make-a-deal,Lean Left,"If the Economy Overheats, How Will We Know?",New York Times (News),https://www.nytimes.com/2021/03/24/upshot/econo...,Right,Authors: Antifa Rioters Are the Tech Economy’s ...,Breitbart News,https://www.breitbart.com/politics/2020/06/06/a...,Center,"U.S. Added 916,000 Jobs in March as Economy Rec...",Wall Street Journal (News),https://www.wsj.com/articles/march-jobs-report-...
459,economy,Breitbart News,Right,Authors: Antifa Rioters Are the Tech Economy’s College Discards,"The black-clothed Antifa activists who are leading the anti-police riots are mostly the discarded, angry college-grade workforce of an increasingly high-tech, globalized economy, say a variety of experts and millennials.",Jun 08 2020,https://www.breitbart.com/politics/2020/06/06/authors-antifa-rioters-are-the-tech-economys-college-discards/?,Left,It’s time for a massive wartime mobilization to...,Vox,https://www.vox.com/2020/3/31/21191561/coronavi...,Lean Right,Welcome to Joe Biden’s Boom Economy,Wall Street Journal (Opinion),https://www.wsj.com/articles/welcome-to-joe-bid...,Center,Fed Boosts View of Economy,Wall Street Journal (News),http://online.wsj.com/articles/fed-boosts-econo...
460,economy,NPR (Online News),Center,Senators Clash Over How Soon To Reopen The Economy,Members of the Senate Banking Committee squabbled Tuesday over how quickly the U.S. economy can rebound from the coronavirus shutdown and whether the federal government is doing enough to support struggling families and businesses in the meantime.,May 21 2020,https://www.npr.org/2020/05/19/858769887/senators-clash-over-how-soon-to-reopen-the-economy,Lean Left,5 things to watch in Obama?s economy speech,Politico,http://www.politico.com/story/2013/07/5-things-...,Right,"House Freedom Caucus Sends Letter To Trump, Ask...",The Daily Caller,https://dailycaller.com/2020/04/17/house-freedo...,Center,Teetering economy sparks talk of second stimulu...,The Hill,https://thehill.com/policy/finance/487531-teete...
461,economy,The Hill,Center,Republicans sharply divided over timeline for reopening economy,"Support is building among Republicans for reopening the economy sooner rather than later, but not all GOP lawmakers are on the same page.",Apr 24 2020,https://thehill.com/homenews/senate/494440-republicans-sharply-divided-over-timeline-for-reopening-economy,Left,Economy Barely Budges In Disappointing Jobs Report,HuffPost,http://www.huffingtonpost.com/2014/09/05/august...,Lean Right,"Reopening the Economy, at Last",Wall Street Journal (Opinion),https://www.wsj.com/articles/reopening-the-econ...,Center,"Economy Expanding At Moderate Rate, Fed Says",NPR (Online News),http://www.npr.org/blogs/thetwo-way/2013/09/04/...
462,economy,Vox,Left,It’s time for a massive wartime mobilization to save the economy,A dangerous myth is taking hold in the United States that the country must decide between saving the economy at the expense of risking many additional Covid-19 deaths and a depression leading to double-digit unemployment.,Mar 31 2020,https://www.vox.com/2020/3/31/21191561/coronavirus-depression-recession-unemployment,Lean Left,"FACT CHECK: Republicans debaters on high court,...",CBS News (Online),http://kval.com/news/nation-world/fact-check-re...,Right,Federal Deficit Jumps 32 Percent Amid Booming E...,The Daily Caller,https://dailycaller.com/2018/09/11/federal-defi...,Center,"Trump faces crucial decisions on economy, guns",The Hill,https://thehill.com/homenews/administration/457...
463,economy,Washington Post,Lean Left,It was the worst week for the economy in decades. The pain is just beginning.,"‘It’s making me go into a depression,’ said LaTonua Bowens, a laid-off cook. ‘I’m worried if I’m going to still have a job.’",Mar 27 2020,https://www.washingtonpost.com/business/2020/03/26/it-was-worst-week-economy-decades-pain-is-just-beginning/,Lean Left,US economy turns in weakest quarterly performan...,The Guardian,https://www.theguardian.com/business/2017/apr/2...,Right,"House Freedom Caucus Sends Letter To Trump, Ask...",The Daily Caller,https://dailycaller.com/2020/04/17/house-freedo...,Center,"Economy Added 136,000 Jobs in September",Wall Street Journal (News),https://www.wsj.com/articles/u-s-september-nonf...
464,economy,ABC News (Online),Lean Left,How businesses are adapting to a coronavirus pandemic economy,"In just a few weeks, the novel coronavirus outbreak has changed the way thousands of companies operate in an unprecedented manner. As business owners and employees navigate the new normal, here are some of the ways they have adapted to stay operating amid a global pandemic.",Mar 30 2020,https://abcnews.go.com/Business/businesses-adapting-coronavirus-pandemic-economy/story?id=69748107&cid=clicksource_4380645_2_takeover_2_headlines_hed,Lean Left,5 things to watch in Obama?s economy speech,Politico,http://www.politico.com/story/2013/07/5-things-...,Lean Right,"Economy Adds 130,000 Jobs in August, Unemployme...",Fox News (Online News),https://www.foxbusiness.com/economy/august-jobs...,Center,Trump touts economy at Davos,The Hill,http://thehill.com/homenews/administration/3708...
465,economy,The Hill,Center,Teetering economy sparks talk of second stimulus package,"The Senate returns to work Monday to take up the House-passed coronavirus relief package, but senators are already starting discussions about a second round of economic stimulus.",Mar 16 2020,https://thehill.com/policy/finance/487531-teetering-economy-sparks-talk-of-second-stimulus-package,Lean Left,5 things to watch in Obama?s economy speech,Politico,http://www.politico.com/story/2013/07/5-things-...,Right,Left Pretends Trump Inheriting Strong Obama Eco...,Breitbart News,http://www.breitbart.com/california/2016/12/05/...,Center,Senators Clash Over How Soon To Reopen The Economy,NPR (Online News),https://www.npr.org/2020/05/19/858769887/senato...
466,economy,Washington Examiner,Lean Right,'Big Kahuna' economy positions Trump for victory in 2020,"A humming economy, rising wages, promises kept, and forecasts that economic growth will continue have Republican pollsters saying President Trump is well-placed for reelection.",Dec 30 2019,https://www.washingtonexaminer.com/news/big-kahuna-economy-positions-trump-for-victory-in-2020,Lean Left,Does Obama deserve credit for the economy?,Politico,http://www.politico.com/story/2015/01/does-obam...,Lean Right,"Obama shifts to economy, calls for minimum wage...",Fox News (Online News),http://www.foxnews.com/politics/2013/12/04/obam...,Center,U.S. Economy Grew at a Record 33.1% Annual Rate...,Wall Street Journal (News),https://www.wsj.com/articles/us-gdp-third-quart...
467,economy,New York Times (News),Lean Left,Red and Blue Economies Are Heading in Sharply Different Directions,"On the surface, there seems to be parity between Democratic-leaning and Republican-leaning metro areas, but take a closer look.",Nov 13 2019,https://www.nytimes.com/2019/11/13/upshot/red-blue-diverging-economies.html?action=click&module=Top%20Stories&pgtype=Homepage,Left,Economy Barely Budges In Disappointing Jobs Report,HuffPost,http://www.huffingtonpost.com/2014/09/05/august...,Lean Right,"Economy Adds 130,000 Jobs in August, Unemployme...",Fox News (Online News),https://www.foxbusiness.com/economy/august-jobs...,Center,"Despite An Economy On The Rise, American Payche...",NPR (Online News),http://www.npr.org/sections/itsallpolitics/2015...
